Bedrooms,Bathrooms,Land_Size_Perches,House_Size_Sqft,City,District,Price_LKR
3,2,10.0,1600.0,84,6,29500000.0
4,4,10.15,2675.0,106,4,49500000.0
4,3,17.5,2700.0,78,6,28000000.0
4,2,12.5,3450.0,78,6,23500000.0
3,2,10.8,1100.0,78,6,11500000.0
4,2,15.8,2100.0,78,6,29500000.0
3,3,10.75,2800.0,78,6,28000000.0
4,2,15.5,2200.0,78,6,35000000.0
3,2,6.87,1350.0,78,6,12500000.0
3,3,10.0,2800.0,78,6,21000000.0
4,3,10.5,3150.0,127,6,26500000.0
4,3,12.5,3000.0,78,6,26500000.0
4,3,10.0,3842.0,78,6,40000000.0
3,3,6.0,1605.0,98,4,17800000.0
3,2,6.5,1150.0,78,6,118000000.0
6,4,12.5,5000.0,131,4,70000000.0
3,2,6.7,1200.0,78,6,12000000.0
4,1,12.5,1680.0,98,4,12500000.0
4,2,10.0,2750.0,60,6,13500000.0
3,2,12.5,3000.0,78,6,26000000.0
6,2,60.0,3000.0,71,19,13500000.0
5,5,7.5,2300.0,141,4,27500000.0
3,1,15.0,1800.0,78,6,13000000.0
6,3,7.0,3800.0,43,4,47500000.0
4,2,13.5,2700.0,78,6,17000000.0
3,2,3.14,2000.0,36,4,32000000.0
4,2,4.9,2700.0,43,4,38000000.0
4,2,8.0,2900.0,76,6,28000000.0
4,6,10.0,3750.0,76,6,44500000.0
6,5,11.8,4000.0,131,4,45000000.0
5,3,14.0,3100.0,10,4,20500000.0
4,3,13.0,1500.0,137,4,26000000.0
5,3,14.0,3200.0,106,4,27000000.0
4,2,12.0,2300.0,78,6,34500000.0
3,2,12.0,1864.0,78,6,21000000.0
3,3,6.5,1880.0,93,4,17800000.0
4,2,10.7,1560.0,141,4,5700000.0
3,3,6.5,1880.0,98,4,17800000.0
5,4,15.3,3527.0,78,6,25000000.0
6,3,9.3,4000.0,34,4,130000000.0
5,5,9.0,5000.0,23,4,37500000.0
5,2,9.8,2000.0,120,4,32000000.0
3,1,10.0,1365.0,127,6,9900000.0
2,1,10.0,1550.0,162,6,7000000.0
2,1,10.0,1750.0,106,4,11000000.0
2,1,10.0,1750.0,80,4,11000000.0
6,3,33.0,7500.0,104,4,64000000.0
4,3,14.0,2500.0,43,4,43000000.0
3,2,9.0,1800.0,80,4,16000000.0
3,2,10.0,3500.0,76,6,29500000.0
3,1,10.0,1200.0,131,4,26500000.0
5,3,34.0,4500.0,8,4,35000000.0
4,3,7.5,2550.0,141,4,25500000.0
4,3,20.0,4400.0,99,4,80000000.0
4,4,15.0,3000.0,141,4,28500000.0
3,3,11.0,1742.0,141,4,18000000.0
4,4,9.5,2300.0,141,4,21500000.0
4,2,10.0,3000.0,76,6,27000000.0
5,3,7.0,3250.0,141,4,23500000.0
4,5,7.0,2500.0,141,4,25500000.0
3,2,10.0,1850.0,72,4,13800000.0
5,2,27.0,3000.0,58,6,49800000.0
5,3,7.5,2700.0,98,4,27000000.0
3,2,12.0,2600.0,76,6,35000000.0
4,2,7.5,2100.0,76,6,17500000.0
3,2,10.0,1730.0,72,4,15900000.0
5,2,48.5,3200.0,76,6,29800000.0
9,5,12.0,5000.0,120,4,23000000.0
4,2,10.0,1410.0,76,6,17800000.0
4,3,12.5,2000.0,148,4,55000000.0
6,4,10.0,4800.0,93,4,28500000.0
6,4,6.0,1500.0,97,4,28500000.0
3,1,13.0,2500.0,120,4,12500000.0
5,4,10.5,2580.0,96,4,45000000.0
4,2,9.0,2300.0,76,6,20000000.0
4,2,6.1,2300.0,98,4,25000000.0
3,2,12.0,1874.0,58,6,21000000.0
3,3,8.0,2100.0,98,4,20000000.0
2,1,9.0,600.0,98,4,11000000.0
4,3,8.5,2600.0,76,6,188000000.0
3,1,2.5,800.0,97,4,6500000.0
3,2,8.0,1800.0,141,4,18000000.0
3,1,6.0,1200.0,141,4,9700000.0
4,3,10.5,3100.0,127,6,26500000.0
1,1,10.0,2000.0,72,4,9800000.0
2,1,56.0,1000.0,73,9,8000000.0
5,2,16.5,3800.0,76,6,27500000.0
3,1,15.0,3700.0,102,12,13000000.0
4,2,10.5,4000.0,76,6,26000000.0
4,2,13.5,2650.0,76,6,35000000.0
6,3,6.8,2572.0,43,4,45000000.0
2,1,30.0,1000.0,110,9,3500000.0
3,1,276.0,3500.0,158,6,8500000.0
3,1,15.0,2500.0,158,6,6000000.0
5,2,9.25,2150.0,99,4,37500000.0
5,3,7.5,3014.0,141,4,27000000.0
5,2,11.2,2400.0,104,4,27500000.0
9,4,16.8,5500.0,129,6,56500000.0
4,2,9.17,2200.0,76,6,18000000.0
6,3,18.9,3700.0,120,4,42000000.0
5,1,80.0,2500.0,129,6,6500000.0
4,4,10.0,4400.0,141,4,34000000.0
2,1,80.0,2500.0,129,6,9000000.0
2,1,10.0,900.0,85,10,9000000.0
4,4,6.5,2508.0,141,4,24800000.0
4,3,10.0,3000.0,18,4,95000000.0
3,1,10.0,1365.0,127,6,9900000.0
5,4,25.5,4000.0,38,4,165000000.0
4,4,6.0,3000.0,141,4,24800000.0
3,2,58.35,3200.0,92,6,90000000.0
3,1,9.5,9.5,41,20,4650000.0
5,4,11.0,4250.0,152,4,85000000.0
2,1,6.8,1600.0,106,4,14800000.0
4,4,10.0,2800.0,96,4,45000000.0
2,1,30.0,850.0,12,5,3800000.0
5,2,13.5,2200.0,124,12,7900000.0
4,2,14.0,2600.0,8,4,32000000.0
3,2,8.08,1085.0,46,10,17500000.0
5,3,7.5,2700.0,141,4,27000000.0
3,1,12.0,1500.0,60,6,9000000.0
3,1,13.0,2000.0,101,10,7000888.0
3,2,15.5,2000.0,133,4,11000000.0
6,4,10.0,2800.0,72,4,18500000.0
2,1,15.0,1600.0,52,21,9500000.0
4,4,8.5,3450.0,141,4,34000000.0
3,1,22.5,2000.0,9,1,6000000.0
4,4,28.0,3850.0,141,4,46500000.0
3,2,10.0,1500.0,141,4,14000000.0
4,3,15.56,3000.0,121,4,56016000.0
4,3,20.0,2500.0,127,6,29500000.0
3,1,6.7,1300.0,106,4,15500000.0
7,6,16.0,3800.0,152,4,79000000.0
3,1,10.77,2932.13,97,4,40300000.0
4,4,6.0,2865.0,141,4,25500000.0
4,4,7.0,2875.0,141,4,25500000.0
3,2,10.6,2500.0,106,4,17000000.0
4,4,19.0,2865.0,141,4,27000000.0
5,4,10.0,3145.0,141,4,27000000.0
3,1,15.19,450.0,109,15,4500000.0
8,7,10.0,4580.0,43,4,57500000.0
6,4,7.0,2750.0,131,4,37000000.0
3,2,7.0,3300.0,152,4,40000000.0
4,4,10.0,4200.0,152,4,49500000.0
4,2,11.0,2100.0,127,6,13000000.0
4,3,50.0,3000.0,152,4,110000000.0
4,3,6.0,2400.0,93,4,24800000.0
4,3,8.5,2750.0,141,4,22500000.0
4,3,16.6,5500.0,88,10,65000000.0
4,3,6.5,2800.0,106,4,26500000.0
4,4,7.5,3214.0,141,4,25500000.0
4,4,10.0,3200.0,106,4,36000000.0
4,4,7.5,2864.0,141,4,28500000.0
5,4,12.5,4000.0,106,4,65000000.0
5,3,7.5,3052.0,141,4,27000000.0
5,5,65.0,5600.0,106,4,135000000.0
5,3,9.0,3100.0,106,4,37500000.0
3,2,3.25,1000.0,166,4,7500000.0
4,3,10.12,2675.0,106,4,48000000.0
5,2,22.0,3000.0,4,5,20000000.0
5,5,11.5,3500.0,141,4,36700000.0
2,2,3.0,800.0,39,4,9000000.0
4,4,16.0,3500.0,18,4,85000000.0
2,1,14.3,3893.0,8,4,15000000.0
4,4,8.0,3000.0,98,4,33000000.0
4,3,8.0,4000.0,98,4,29500000.0
4,3,12.0,3000.0,98,4,29500000.0
4,3,7.0,2400.0,98,4,27000000.0
4,4,9.0,2250.0,141,4,21500000.0
2,2,30.0,1300.0,85,10,12500000.0
4,3,8.0,3000.0,131,4,65000000.0
4,3,8.0,2900.0,98,4,21000000.0
2,1,5.5,1500.0,97,4,4500000.0
4,3,7.0,2800.0,18,4,30000000.0
5,4,8.5,3200.0,141,4,27500000.0
5,3,26.0,4000.0,38,4,175000000.0
4,2,11.0,2400.0,127,6,13000000.0
3,1,10.0,1300.0,16,2,12000000.0
6,4,16.2,3600.0,98,4,33500000.0
3,2,10.0,1600.0,127,6,20500000.0
4,3,6.0,2400.0,141,4,24800000.0
4,3,7.5,2550.0,141,4,25500000.0
4,4,15.0,3000.0,141,4,28500000.0
3,3,6.0,1650.0,98,4,17800000.0
4,4,9.5,2300.0,141,4,21500000.0
3,3,8.0,1800.0,141,4,23500000.0
4,3,7.0,2400.0,141,4,26000000.0
4,1,12.5,3403.13,10,4,13000000.0
3,1,5.0,1088.0,111,11,5700000.0
4,3,7.5,2000.0,76,6,26500000.0
3,3,8.25,1280.0,141,4,14500000.0
4,2,15.4,3000.0,141,4,22000000.0
3,2,10.0,1200.0,141,4,18500000.0
4,4,10.0,3100.0,141,4,40000000.0
5,3,7.0,3250.0,141,4,23500000.0
3,3,12.0,1200.0,141,4,14000000.0
3,1,7.0,740.0,85,10,12500000.0
4,3,19.0,3000.0,141,4,35000000.0
4,3,6.5,2000.0,141,4,19500000.0
4,3,12.6,2500.0,141,4,33000000.0
4,2,10.0,2600.0,106,4,39500000.0
5,4,8.0,3700.0,141,4,30500000.0
5,3,12.5,3500.0,137,4,100000000.0
4,5,7.0,2500.0,141,4,25500000.0
4,3,7.0,2400.0,106,4,23500000.0
4,4,6.5,2592.0,141,4,24800000.0
3,3,6.5,1850.0,141,4,18500000.0
4,4,10.0,4400.0,141,4,33000000.0
3,3,8.0,2700.0,98,4,24000000.0
5,3,6.2,2600.0,141,4,25500000.0
5,3,8.12,3800.0,23,4,29000000.0
6,4,14.0,3000.0,141,4,48500000.0
4,3,8.5,2500.0,141,4,26000000.0
3,2,5.92,1700.0,43,4,19000000.0
5,3,6.0,2400.0,43,4,35000000.0
3,3,15.0,2150.0,127,6,19500000.0
4,2,11.0,2750.0,127,6,13000000.0
3,2,12.5,1700.0,127,6,19500000.0
3,3,9.0,1658.0,141,4,16000000.0
8,5,15.3,4000.0,43,4,76500000.0
5,3,18.0,3000.0,23,4,32500000.0
4,3,6.0,2900.0,141,4,24800000.0
4,4,8.0,2875.0,141,4,26000000.0
4,4,7.5,2985.0,137,4,27000000.0
5,5,11.5,3985.0,98,4,36700000.0
4,4,7.5,2865.0,98,4,27000000.0
4,4,7.5,2985.0,141,4,25500000.0
3,2,8.0,1542.0,141,4,14000000.0
4,5,7.5,2963.0,141,4,25500000.0
3,3,9.5,2745.0,141,4,21500000.0
4,4,7.5,2875.0,141,4,27000000.0
4,4,50.17,4000.0,152,4,110000000.0
4,3,11.0,3300.0,152,4,42500000.0
4,4,9.0,2874.0,141,4,21500000.0
4,4,10.0,2987.0,141,4,28000000.0
4,4,7.5,2941.0,141,4,28500000.0
4,4,6.0,2875.0,141,4,24800000.0
3,3,8.0,1745.0,141,4,18500000.0
5,4,11.5,3988.0,141,4,36700000.0
4,2,12.5,2718.0,10,4,36000000.0
7,5,20.0,4200.0,148,4,41500000.0
5,4,6.9,1780.0,162,6,45000000.0
4,4,20.2,4200.0,121,4,53000000.0
2,1,15.0,2500.0,94,6,32000000.0
4,4,10.0,4200.0,152,4,49500000.0
4,3,10.5,3000.0,106,4,27000000.0
4,3,10.5,3150.0,127,6,26500000.0
4,3,10.5,3150.0,127,6,26500000.0
4,5,14.7,4500.0,127,6,47000000.0
3,2,11.0,1550.0,127,6,17000000.0
4,3,20.0,2500.0,127,6,29500000.0
3,2,10.0,1610.0,127,6,20500000.0
4,2,40.0,2000.0,110,9,4500000.0
4,3,6.0,2900.0,141,4,24800000.0
4,2,11.0,2100.0,127,6,13000000.0
4,3,10.5,3150.0,127,6,26500000.0
5,4,12.9,2500.0,33,4,28000000.0
3,1,10.0,1365.0,127,6,9900000.0
8,8,20.5,10000.0,33,4,190000000.0
2,1,7.5,900.0,141,4,6500000.0
4,4,10.0,4200.0,141,4,33000000.0
4,3,22.5,4500.0,99,4,100000000.0
3,2,10.0,1600.0,72,4,15800000.0
4,3,10.0,3000.0,99,4,90000000.0
4,4,9.8,3000.0,35,4,120000000.0
4,3,10.0,2660.0,85,10,37000000.0
4,3,10.5,3100.0,127,6,26500000.0
2,1,16.0,850.0,102,12,16000000.0
4,4,7.0,2650.0,131,4,33000000.0
5,3,26.0,4500.0,85,10,55000000.0
3,1,10.0,1425.0,127,6,9900000.0
3,2,10.0,1580.0,127,6,20500000.0
5,5,6.0,1800.0,43,4,55000000.0
3,2,7.0,3300.0,152,4,40000000.0
5,4,17.8,3000.0,152,4,55000000.0
4,2,13.5,2200.0,76,6,31750000.0
4,1,12.5,1580.0,10,4,12500000.0
4,3,10.0,4000.0,106,4,55000000.0
4,1,12.5,1580.0,98,4,12500000.0
6,5,6.5,1700.0,43,4,38000000.0
4,3,7.0,2380.0,106,4,23500000.0
4,3,6.5,2380.0,106,4,23500000.0
4,4,6.5,2480.0,106,4,28500000.0
3,1,6.0,1200.0,10,4,15000000.0
6,4,9.0,5000.0,131,4,39500000.0
7,5,10.0,5000.0,43,4,47500000.0
4,1,3.5,1000.0,121,4,8500000.0
3,1,10.0,1500.0,80,4,5500000.0
3,2,13.7,2000.0,18,4,45000000.0
2,1,4.25,1200.0,58,6,15500000.0
6,4,16.0,3500.0,98,4,34000000.0
3,2,7.05,1200.0,141,4,8000000.0
4,3,10.5,3150.0,127,6,26500000.0
2,1,3.0,817.0,31,4,4700000.0
3,1,28.5,1563.0,94,6,19000000.0
4,1,20.0,2000.0,140,10,4000000.0
3,2,10.0,1600.0,127,6,20500000.0
5,4,69.0,5000.0,18,4,140000000.0
5,5,11.5,3741.0,141,4,36000000.0
5,5,13.5,4000.0,149,21,50000000.0
5,2,6.01,1600.0,135,9,17000000.0
3,3,6.0,1605.0,93,4,17800000.0
4,4,19.0,2865.0,141,4,27000000.0
5,4,10.0,2896.0,141,4,27000000.0
4,1,20.0,1625.0,93,4,27000000.0
2,1,16.5,3600.0,19,3,6500000.0
3,3,10.0,2200.0,10,4,25000000.0
3,1,21.5,1700.0,72,4,12000000.0
3,3,6.0,1605.0,141,4,17800000.0
3,3,6.0,1605.0,98,4,17800000.0
3,3,12.0,1825.0,72,4,12000000.0
4,3,30.0,3500.0,43,4,125000000.0
3,1,9.8,1635.0,137,4,22000000.0
2,2,3.0,1000.0,166,4,9500000.0
4,4,17.4,4000.0,18,4,120000000.0
4,3,17.2,2500.0,99,4,80000000.0
3,3,8.0,2000.0,72,4,22000000.0
5,5,8.5,4600.0,35,4,180000000.0
4,4,10.0,2800.0,10,4,28000000.0
2,1,21.0,1650.0,79,10,6000000.0
4,3,20.0,3500.0,127,6,29500000.0
5,3,10.0,2500.0,10,4,17500000.0
4,4,10.5,2600.0,10,4,29000000.0
4,4,7.5,2896.0,141,4,25500000.0
4,4,10.0,2875.0,141,4,33000000.0
10,3,30.0,3500.0,129,6,16000000.0
4,3,10.5,3150.0,127,6,26500000.0
5,1,27.0,2500.0,151,6,16000000.0
3,2,12.3,1000.0,137,4,14500000.0
2,1,11.0,1200.0,78,6,13000000.0
5,4,11.6,3500.0,104,4,50000000.0
3,1,10.0,1500.0,60,6,7500000.0
3,2,12.5,2000.0,127,6,19500000.0
3,3,6.0,1700.0,98,4,17800000.0
4,3,20.0,2500.0,127,6,29500000.0
3,3,6.7,2517.0,23,4,34850000.0
3,1,10.0,1350.0,127,6,9900000.0
5,3,7.0,3250.0,141,4,23500000.0
3,3,8.0,1800.0,141,4,23000000.0
4,4,9.5,2300.0,141,4,21500000.0
3,1,20.0,2000.0,52,21,3600000.0
2,1,8.8,1650.0,120,4,15900000.0
4,4,15.0,3000.0,141,4,28500000.0
2,1,12.1,2500.0,121,4,50000000.0
4,3,6.0,2400.0,141,4,24800000.0
4,4,9.0,2506.0,141,4,21500000.0
4,2,4.5,1800.0,166,4,15000000.0
5,4,7.5,2300.0,141,4,27500000.0
4,4,7.5,2550.0,141,4,25500000.0
4,2,7.0,1600.0,109,15,16500000.0
4,4,10.0,3500.0,141,4,33000000.0
5,5,10.0,3900.0,18,4,42500000.0
5,4,14.5,4000.0,152,4,47500000.0
4,4,15.0,4000.0,152,4,60000000.0
5,4,11.0,4500.0,152,4,45000000.0
4,2,18.0,2500.0,102,12,18500000.0
4,3,50.0,4000.0,152,4,110000000.0
4,4,11.0,4200.0,152,4,49500000.0
3,2,7.0,3300.0,152,4,40000000.0
4,2,11.0,2100.0,127,6,13000000.0
2,2,12.0,2000.0,18,4,28500000.0
4,4,11.3,1300.0,82,9,7800000.0
5,4,12.0,3000.0,34,4,52500000.0
4,3,6.0,2450.0,145,6,27500000.0
2,1,2.5,800.0,166,4,5500000.0
4,4,9.0,2600.0,141,4,21500000.0
4,3,82.8,4000.0,48,6,46000000.0
4,4,28.0,3850.0,141,4,46500000.0
5,4,8.5,2595.0,141,4,28500000.0
5,4,17.9,3000.03,148,4,80000002.0
2,1,20.0,1500.0,109,15,9000000.0
4,3,10.5,3150.0,127,6,26500000.0
4,4,7.7,3500.0,152,4,44000000.0
4,4,6.0,2500.0,141,4,24800000.0
3,2,10.0,1350.0,10,4,14000000.0
4,4,10.0,4000.0,152,4,49500000.0
8,5,13.2,5100.0,131,4,42500000.0
4,2,26.0,1500.0,80,4,14500000.0
4,3,15.0,2000.0,44,6,18000000.0
4,5,7.0,2986.0,141,4,25500000.0
6,5,16.0,3000.0,98,4,33500000.0
4,4,9.0,2963.0,141,4,21500000.0
4,4,15.0,3000.0,152,4,60000000.0
4,2,12.0,2200.0,72,4,14000000.0
5,3,10.0,2500.0,98,4,17500000.0
4,4,7.5,1800.0,98,4,17500000.0
4,4,14.0,3000.0,104,4,38500000.0
4,2,13.0,1830.0,98,4,17500000.0
6,4,13.0,3800.0,98,4,29500000.0
2,2,6.8,1280.0,93,4,12300000.0
4,3,20.0,4100.0,78,6,26000000.0
7,2,20.0,2500.0,102,12,22500000.0
3,3,11.0,1600.0,98,4,17900000.0
3,3,6.0,1200.0,10,4,14500000.0
3,2,7.5,1500.0,10,4,16500000.0
3,2,15.0,1700.0,48,6,8500000.0
5,4,6.0,2067.0,10,4,22000000.0
3,3,6.5,2000.0,10,4,20500000.0
4,3,25.0,3665.0,137,4,68000000.0
3,2,12.5,1700.0,127,6,19500000.0
6,4,14.0,3812.0,107,13,150000000.0
4,4,13.2,2100.0,127,6,31500000.0
10,7,23.5,8500.0,146,4,64000000.0
2,2,3.0,800.0,166,4,9400000.0
4,3,50.2,3000.0,152,4,110000000.0
4,4,16.0,3000.0,152,4,53000000.0
3,2,7.0,3300.0,152,4,40000000.0
4,3,11.0,2700.0,104,4,18000000.0
2,1,6.0,900.0,93,4,5800000.0
3,2,11.8,1500.0,17,5,6600000.0
4,3,7.5,3250.0,141,4,30500000.0
4,4,10.0,2600.0,106,4,29000000.0
4,4,10.0,2800.0,106,4,28000000.0
4,4,8.5,2900.0,141,4,36000000.0
4,4,10.0,4200.0,152,4,49500000.0
3,2,10.5,1000.0,101,10,18000000.0
4,4,11.5,2800.0,106,4,27500000.0
3,2,7.5,1250.0,106,4,16500000.0
4,3,10.0,3000.0,127,6,25000000.0
4,4,10.0,4200.0,106,4,49500000.0
4,3,8.0,2900.0,98,4,21000000.0
4,4,8.9,3500.0,18,4,45000000.0
5,5,11.5,3500.0,23,4,36700000.0
4,4,6.5,2498.0,141,4,24800000.0
4,4,7.5,2502.0,141,4,25500000.0
3,3,7.5,1500.0,106,4,18500000.0
3,2,11.4,1900.0,106,4,19000000.0
3,2,10.0,1350.0,106,4,14000000.0
5,3,20.0,4000.0,98,4,39000000.0
4,3,6.3,2200.0,106,4,22500000.0
4,4,7.0,2000.0,106,4,23500000.0
4,3,6.5,2200.0,106,4,26500000.0
5,4,11.0,3800.0,152,4,45000000.0
4,4,15.0,3000.0,152,4,60000000.0
4,4,10.0,4200.0,137,4,49500000.0
4,4,16.0,3800.0,152,4,80000000.0
4,4,7.0,2480.0,98,4,27000000.0
4,4,10.0,3850.0,141,4,33000000.0
4,3,8.5,2500.0,141,4,26000000.0
4,3,7.0,2200.0,141,4,26000000.0
4,4,10.0,3499.0,141,4,33000000.0
3,2,11.0,1550.0,127,6,17000000.0
4,4,7.5,3200.0,141,4,25500000.0
4,4,7.5,3000.0,141,4,28500000.0
5,3,7.5,3000.0,98,4,27000000.0
4,4,6.5,2490.0,141,4,24800000.0
5,5,20.96,7000.0,36,4,160000000.0
6,5,12.5,6500.0,152,4,44000000.0
6,5,12.5,6500.0,152,4,44000000.0
5,2,129.0,4500.0,58,6,42500000.0
4,3,10.0,3000.0,127,6,25000000.0
4,3,8.0,3000.0,137,4,33000000.0
3,3,211.0,1800.0,129,6,17500000.0
4,4,10.0,4000.0,152,4,49500000.0
3,2,10.0,1400.0,127,6,9900000.0
4,1,40.5,800.0,86,5,12000000.0
5,4,10.0,1600.0,86,5,12500000.0
3,2,9.5,1500.0,141,4,15000000.0
5,4,10.5,3200.0,141,4,32500000.0
4,4,6.2,2516.0,23,4,25500000.0
3,2,8.0,1520.0,141,4,14000000.0
5,7,15.0,5000.0,99,4,145000000.0
4,4,10.0,2986.0,141,4,33000000.0
4,4,9.0,2865.0,141,4,21500000.0
4,4,8.0,2874.0,137,4,27500000.0
4,4,7.5,2986.0,98,4,27500000.0
4,4,8.0,3014.0,98,4,27000000.0
4,4,8.0,2865.0,137,4,27000000.0
3,2,8.0,1542.0,141,4,14000000.0
4,4,7.5,2964.0,141,4,27500000.0
4,4,6.0,2865.0,141,4,24800000.0
4,4,7.5,2986.0,141,4,27500000.0
3,3,8.4,2200.0,10,4,25000000.0
3,1,31.11,2000.0,86,5,19500000.0
4,4,8.0,2985.0,141,4,27000000.0
5,5,11.5,3980.0,141,4,36700000.0
3,3,20.0,3000.0,80,4,40000000.0
4,2,10.6,3390.0,135,9,25000000.0
3,3,11.0,2300.0,141,4,15500000.0
4,4,6.0,2540.0,141,4,24800000.0
4,1,15.0,2500.0,82,9,13800000.0
2,1,10.0,800.0,77,8,5600000.0
5,3,15.0,3500.0,131,4,47000000.0
4,4,8.5,2750.0,141,4,26000000.0
3,3,11.5,1670.0,141,4,16800000.0
4,4,107.0,7700.0,127,6,175000000.0
5,3,7.5,3000.0,141,4,27000000.0
4,2,10.0,2000.0,159,9,15500000.0
5,3,10.0,2400.0,152,4,57500000.0
3,2,10.0,1200.0,72,4,11500000.0
6,4,13.0,3200.0,152,4,30000000.0
3,2,12.9,1850.0,152,4,17000000.0
5,4,12.0,4000.0,162,6,55000000.0
4,4,10.0,3850.0,141,4,33000000.0
5,3,7.5,2700.0,141,4,27000000.0
6,5,20.5,6200.0,152,4,100000000.0
5,7,15.0,5000.0,99,4,145000000.0
3,1,14.2,2100.0,84,6,14800000.0
3,2,12.5,2000.0,127,6,19500000.0
3,1,10.0,1350.0,127,6,9900000.0
4,2,11.0,2100.0,127,6,13000000.0
4,3,10.5,3150.0,127,6,26500000.0
4,3,20.0,2500.0,127,6,29500000.0
5,4,11.0,2800.0,23,4,29500000.0
6,4,16.0,3500.0,98,4,34000000.0
4,3,5.03,1369.5,85,10,140000000.0
4,3,47.0,3000.0,16,2,22500000.0
3,2,10.0,1610.0,127,6,20500000.0
4,3,10.5,3150.0,127,6,26500000.0
6,4,19.1,3000.0,99,4,65000000.0
4,2,4.0,3000.0,39,4,19500000.0
3,2,10.0,1600.0,60,6,22500000.0
4,4,15.0,3000.0,152,4,60000000.0
4,2,65.0,2500.0,16,2,7500000.0
5,4,22.0,4800.0,152,4,115000000.0
4,3,11.0,3300.0,152,4,42500000.0
4,6,10.0,1404.0,120,4,22000000.0
4,3,10.0,3500.0,125,4,69000000.0
3,2,7.0,4000.0,152,4,40000000.0
4,3,10.0,3000.0,152,4,47500000.0
5,4,9.5,2560.0,120,4,26000000.0
5,4,10.0,4000.0,152,4,65000000.0
4,3,15.0,4000.0,18,4,84000000.0
4,4,8.5,2800.0,23,4,21500000.0
4,2,11.0,2400.0,127,6,13000000.0
3,2,10.0,1600.0,127,6,20500000.0
4,2,18.4,4800.0,84,6,23000000.0
6,2,30.0,3000.0,73,9,20000000.0
3,2,6.0,800.0,76,6,13000000.0
4,2,11.0,2100.0,127,6,13000000.0
4,2,10.6,1800.0,84,6,18025000.0
4,2,17.0,2700.0,60,6,20000000.0
3,1,10.0,1500.0,10,4,13000000.0
3,2,6.5,1356.0,141,4,23800000.0
3,2,6.5,1365.0,141,4,23800000.0
4,4,6.0,2500.0,106,4,23500000.0
3,2,6.5,1365.0,141,4,23800000.0
4,4,9.0,2400.0,141,4,21500000.0
4,5,7.0,2400.0,141,4,25500000.0
3,1,10.0,800.0,0,5,6500000.0
4,3,6.4,1950.0,106,4,22500000.0
3,2,7.6,1070.0,106,4,14200000.0
3,3,6.5,3000.0,141,4,23000000.0
3,2,8.5,1770.0,72,4,24800000.0
6,2,10.0,2500.0,106,4,25500000.0
4,3,10.5,2400.0,106,4,26000000.0
5,4,13.5,3000.0,46,10,13500000.0
5,4,8.0,3600.0,106,4,35000000.0
3,3,16.5,1200.0,106,4,29500000.0
4,3,20.0,2500.0,127,6,29500000.0
3,2,7.0,1250.0,106,4,26500000.0
3,1,15.0,2500.0,129,6,6500000.0
3,1,6.8,2000.0,106,4,15500000.0
4,3,10.5,3150.0,127,6,26500000.0
3,2,10.5,1400.0,106,4,16000000.0
3,2,7.5,1300.0,106,4,17000000.0
4,3,10.0,2750.0,10,4,35000000.0
2,1,9.45,239.0,19,3,7500000.0
3,3,8.0,2100.0,10,4,19000000.0
4,2,7.0,2000.0,10,4,25000000.0
3,3,10.0,1800.0,10,4,18500000.0
4,4,6.0,2100.0,10,4,20500000.0
5,4,10.0,3300.0,10,4,31500000.0
3,3,9.0,2240.0,56,5,47250000.0
3,2,8.0,1150.0,10,4,11000000.0
4,3,10.0,2900.0,10,4,25000000.0
4,3,6.0,2700.0,43,4,35500000.0
4,2,11.0,3300.0,18,4,55000000.0
4,4,10.0,2800.0,106,4,28000000.0
4,4,10.0,2600.0,106,4,29000000.0
4,4,7.5,3258.0,141,4,25500000.0
7,2,6.0,1000.0,97,4,35000000.0
4,4,9.0,2250.0,141,4,21500000.0
4,4,8.5,2600.0,141,4,34000000.0
7,6,8.3,4500.0,35,4,75000000.0
3,2,10.0,1350.0,106,4,14500000.0
4,4,9.0,2900.0,23,4,22000000.0
4,3,8.0,2900.0,98,4,33000000.0
4,4,9.0,3100.0,23,4,21500000.0
3,2,7.6,1100.0,106,4,14200000.0
4,3,11.5,2800.0,106,4,27500000.0
6,4,10.0,3000.0,131,4,47500000.0
3,2,10.0,1800.0,23,4,25000000.0
5,3,16.0,3000.0,106,4,37500000.0
4,3,10.12,2850.0,106,4,49500000.0
5,3,6.5,2600.0,43,4,30000000.0
4,3,7.0,3500.0,18,4,47500000.0
4,4,16.0,3000.0,152,4,53000000.0
3,2,7.0,3300.0,152,4,40000000.0
7,2,15.0,2500.0,109,15,15000000.0
3,1,18.0,1900.0,117,6,5500000.0
5,4,14.0,6000.0,104,4,87500000.0
4,3,10.0,2800.0,104,4,28500000.0
4,4,10.0,3200.0,23,4,30000000.0
4,4,10.0,3200.0,10,4,34000000.0
4,1,12.0,3000.0,58,6,6500000.0
3,3,13.8,3000.0,43,4,69000000.0
4,5,12.34,5195.0,10,4,47500000.0
3,3,8.0,2000.0,135,9,11000000.0
3,1,29.0,1350.0,127,6,23500000.0
1,1,6.0,499.0,123,8,3500000.0
3,2,12.0,850.0,139,10,4000000.0
7,4,2.5,2400.0,33,4,30000000.0
4,3,7.8,3600.0,106,4,36000000.0
4,2,15.0,1800.0,58,6,14000000.0
5,3,8.0,4850.0,43,4,55000000.0
4,4,10.0,3000.0,106,4,36000000.0
4,4,10.5,2400.0,106,4,26000000.0
