Bedrooms,Bathrooms,Land_Size_Perches,House_Size_Sqft,City,District,Price_LKR
4,2,4.0,3000.0,103,18,19500000.0
4,4,7.5,1800.0,168,18,17500000.0
5,5,11.0,3500.0,60,18,40000000.0
5,4,8.0,3500.0,80,18,35000000.0
5,2,6.0,2067.0,2,18,22000000.0
4,4,15.0,4000.0,60,18,60000000.0
4,3,7.8,3000.0,108,18,75000000.0
3,3,8.0,2100.0,2,18,19000000.0
5,4,13.0,3600.0,37,18,52000000.0
5,4,10.0,3000.0,48,18,40000000.0
4,3,6.5,2200.0,9,18,26500000.0
4,4,6.0,2987.0,48,18,24800000.0
4,3,6.5,2440.0,48,18,24800000.0
5,4,7.47,4630.0,167,18,65000000.0
3,2,10.0,1610.0,32,20,19000000.0
3,3,11.0,1652.0,48,18,18500000.0
3,1,3.0,550.0,99,18,7500000.0
4,2,27.0,2400.0,34,20,7500000.0
4,2,4.5,2000.0,86,18,20000000.0
7,6,14.25,4000.0,103,18,75000000.0
4,2,11.0,2750.0,32,20,13000000.0
3,2,8.0,1584.0,48,18,14000000.0
3,3,6.5,2000.0,2,18,20500000.0
4,3,8.0,2900.0,168,18,33000000.0
3,3,12.0,2000.0,60,18,15500000.0
4,3,20.0,2500.0,32,20,29500000.0
5,4,7.7,2500.0,48,18,28500000.0
4,4,6.0,2986.0,48,18,25500000.0
5,4,10.0,4000.0,9,18,55000000.0
4,3,7.0,2200.0,48,18,26000000.0
2,1,6.0,1500.0,168,18,6800000.0
5,3,10.0,3500.0,48,18,24500000.0
4,3,10.0,3000.0,9,18,36000000.0
4,3,8.0,2900.0,168,18,33000000.0
4,3,7.0,2400.0,48,18,26000000.0
3,2,6.5,1850.0,30,18,47500000.0
4,2,10.0,2000.0,153,20,29500000.0
8,7,24.0,9500.0,80,18,180000000.0
4,1,40.0,1800.0,141,23,12500000.0
2,1,40.0,1000.0,48,18,16000000.0
4,3,22.0,2000.0,148,18,28500000.0
4,4,13.0,3000.0,37,18,60000000.0
3,2,10.0,1350.0,2,18,14500000.0
2,1,40.0,1500.0,88,13,4950000.0
4,3,50.0,3000.0,60,18,110000000.0
4,3,7.0,2650.0,9,18,23500000.0
3,2,4.0,1500.0,99,18,55000000.0
4,3,7.5,3250.0,48,18,30500000.0
5,5,8.5,4600.0,99,18,180000000.0
5,3,7.75,2122.0,108,18,39500000.0
4,1,10.0,1900.0,130,18,12200000.0
5,4,14.0,4000.0,80,18,75000000.0
4,2,26.0,1500.0,149,18,14500000.0
4,3,17.2,2500.0,169,18,80000000.0
5,4,8.0,3600.0,9,18,33000000.0
4,4,8.0,3000.0,48,18,29500000.0
2,1,7.0,1200.0,86,18,16500000.0
4,3,10.25,2750.0,146,20,30000000.0
4,4,10.0,4200.0,60,18,49500000.0
4,3,10.0,3000.0,80,18,95000000.0
4,4,8.5,3014.0,48,18,25500000.0
3,3,8.0,1542.0,163,18,14000000.0
3,1,10.0,1500.0,39,18,8700000.0
5,4,6.0,2067.0,2,18,22000000.0
4,3,6.5,2200.0,9,18,26500000.0
3,3,6.5,1875.0,48,18,16500000.0
4,4,19.0,2865.0,48,18,27000000.0
4,3,6.0,2400.0,48,18,24800000.0
4,4,7.8,2900.0,48,18,29500000.0
4,2,6.5,2200.0,37,18,24000000.0
3,3,8.0,2895.0,48,18,18500000.0
3,2,10.0,2500.0,71,20,27500000.0
5,7,17.5,2800.0,60,18,64000000.0
3,1,10.0,2723.0,32,20,6000000.0
4,1,16.0,1600.0,146,20,16500000.0
3,2,7.5,1250.0,9,18,16500000.0
4,3,7.0,2400.0,168,18,27000000.0
2,1,3.0,1000.0,75,18,6800000.0
3,1,10.79,2308.0,48,18,20000000.0
4,3,20.0,2500.0,32,20,29500000.0
3,2,9.8,1500.0,108,18,42500000.0
3,2,11.0,1550.0,32,20,17000000.0
3,3,6.5,1880.0,168,18,17800000.0
3,2,10.0,1400.0,32,20,9900000.0
6,4,4.5,2700.0,75,18,12500000.0
3,1,10.0,1425.0,32,20,9900000.0
4,4,55.0,2900.0,144,20,58000000.0
3,2,10.0,1350.0,9,18,14500000.0
4,4,10.0,3000.0,9,18,36000000.0
4,3,19.0,3000.0,48,18,35000000.0
2,2,20.0,4000.0,71,20,60000000.0
4,3,6.3,2200.0,9,18,22000000.0
4,3,10.5,3150.0,32,20,26500000.0
3,3,8.0,1400.0,2,18,18000000.0
4,3,50.2,3000.0,60,18,115000000.0
3,2,7.5,1300.0,9,18,17000000.0
3,3,15.0,2150.0,32,20,18500000.0
5,4,11.0,3800.0,60,18,45000000.0
2,2,6.5,950.0,163,18,8500000.0
5,3,7.5,2700.0,48,18,27000000.0
3,1,11.6,3158.0,140,18,6500000.0
4,4,20.0,3000.0,9,18,27000000.0
5,7,17.5,2500.0,60,18,64000000.0
4,4,8.0,3000.0,168,18,33000000.0
4,4,7.7,3800.0,60,18,42500000.0
4,3,7.0,2200.0,48,18,26000000.0
2,1,8.0,1203.0,25,18,17500000.0
5,2,30.0,1800.0,45,2,30000000.0
4,4,8.0,3200.0,48,18,29500000.0
4,4,10.0,3200.0,9,18,36000000.0
3,2,11.5,1610.0,32,20,18000000.0
3,2,7.5,1250.0,9,18,16500000.0
4,4,7.0,2841.0,48,18,25500000.0
3,1,12.0,1650.0,52,20,9800000.0
4,4,27.0,4500.0,80,18,125000000.0
3,2,7.3,900.0,149,18,10300000.0
7,1,37.0,1300.0,13,18,25000000.0
3,2,21.0,1510.0,48,18,12000000.0
4,2,10.0,2600.0,146,20,30000000.0
4,4,7.0,2700.0,168,18,27000000.0
4,2,10.6,1800.0,153,20,18025000.0
4,4,16.0,6000.0,168,18,41000000.0
3,1,35.2,1800.0,159,1,7300000.0
4,4,16.0,4900.0,169,18,80000000.0
3,3,8.0,1400.0,2,18,18000000.0
4,4,11.0,3100.0,168,18,39800000.0
3,1,12.0,5000.0,149,18,16000000.0
3,1,23.5,1200.0,41,23,14500000.0
4,2,10.0,2600.0,146,20,30000000.0
4,4,10.0,3900.0,60,18,49500000.0
4,4,10.0,3500.0,60,18,51000000.0
3,2,10.0,1610.0,32,20,19000000.0
5,4,10.5,2500.0,9,18,26000000.0
3,2,20.0,3000.0,99,18,120000000.0
5,4,11.2,4500.0,48,18,35000000.0
3,2,7.0,2000.0,146,20,12500000.0
3,2,12.0,1950.0,32,20,27000000.0
6,4,10.0,2000.0,75,18,18000000.0
4,4,7.0,3000.0,48,18,25500000.0
4,3,8.5,2500.0,48,18,26000000.0
3,2,10.0,1900.0,144,20,16000000.0
4,4,10.0,3000.0,9,18,36000000.0
4,4,13.0,3000.0,60,18,60000000.0
5,4,10.2,3000.0,53,18,56000000.0
3,2,8.0,1540.0,48,18,14000000.0
4,2,4.0,1200.0,90,18,9500000.0
5,4,11.0,3800.0,60,18,45000000.0
4,4,9.5,2600.0,9,18,37500000.0
5,3,21.0,7000.0,130,18,55000000.0
2,1,6.5,6500.0,54,3,4200000.0
4,4,8.0,2280.0,60,18,27500000.0
3,2,8.08,1085.0,154,2,17500000.0
4,3,10.5,3150.0,32,20,26500000.0
6,6,12.0,7000.0,60,18,135000000.0
4,4,15.0,3000.0,60,18,60000000.0
5,2,85.5,3500.0,34,20,7150000.0
3,2,12.5,2000.0,32,20,19500000.0
4,3,10.5,3150.0,32,20,26500000.0
6,2,15.0,2700.0,167,18,37500000.0
3,1,15.0,1350.0,124,20,12000000.0
4,3,6.0,2200.0,9,18,26500000.0
4,4,10.0,2800.0,9,18,28000000.0
4,3,4.0,2000.0,26,18,22000000.0
4,4,16.0,4900.0,169,18,85000000.0
4,4,15.0,3000.0,48,18,28500000.0
3,2,10.0,1600.0,32,20,19000000.0
3,1,10.0,1250.0,52,20,9000000.0
6,2,10.0,2500.0,43,18,28000000.0
4,3,10.5,3100.0,32,20,26500000.0
8,5,13.2,5100.0,37,18,42500000.0
4,3,7.5,2550.0,48,18,25500000.0
3,3,12.0,1200.0,48,18,14000000.0
3,2,11.0,1580.0,32,20,17000000.0
3,2,6.5,1250.0,48,18,12800000.0
5,3,10.0,3548.0,48,18,22500000.0
5,4,16.89,3600.0,53,18,110000000.0
4,3,7.0,2200.0,48,18,26000000.0
10,7,23.5,8500.0,53,18,64000000.0
4,4,8.0,3750.0,25,18,41000000.0
3,2,11.5,1610.0,32,20,18000000.0
4,3,11.5,2800.0,9,18,27500000.0
4,3,29.0,5000.0,124,20,35000000.0
6,4,16.4,2700.0,25,18,30000000.0
4,3,5.5,1950.0,86,18,18500000.0
4,3,4.0,1750.0,26,18,23000000.0
4,4,8.0,3000.0,168,18,33000000.0
3,2,3.0,950.0,2,18,18500000.0
8,8,20.5,10000.0,60,18,190000000.0
3,3,6.5,2200.0,48,18,18500000.0
4,2,13.9,2000.0,138,19,8200000.0
3,2,3.6,1200.0,108,18,15500000.0
4,4,10.9,1800.0,162,20,35000000.0
5,4,25.5,4000.0,102,18,165000000.0
4,3,6.5,2200.0,9,18,26500000.0
3,2,11.5,1600.0,32,20,18000000.0
4,3,20.0,4000.0,32,20,29500000.0
4,4,7.8,3600.0,9,18,36000000.0
3,2,11.4,1900.0,9,18,19000000.0
5,3,6.2,2600.0,48,18,25500000.0
4,3,11.0,330.0,60,18,42500000.0
4,4,21.0,3800.0,80,18,65000000.0
5,3,9.9,2650.0,53,18,45000000.0
3,2,6.2,2000.0,124,20,14000000.0
5,2,20.0,2500.0,127,20,12500000.0
4,3,7.0,2400.0,48,18,26000000.0
3,2,8.42,2000.0,43,18,25000000.0
2,1,3.0,800.0,75,18,8000000.0
3,2,9.5,1800.0,149,18,8500000.0
5,3,7.5,3800.0,60,18,44000000.0
4,3,50.17,3000.0,60,18,105000000.0
4,4,10.0,4000.0,60,18,49500000.0
4,3,8.0,3000.0,168,18,33000000.0
4,2,11.4,1900.0,2,18,19000000.0
6,4,14.0,3000.0,48,18,48500000.0
4,4,10.0,4500.0,169,18,100000000.0
4,3,50.2,3000.0,60,18,110000000.0
5,2,28.0,2400.0,5,4,75000000.0
4,2,16.0,2700.0,141,23,15500000.0
4,4,15.0,3000.0,48,18,28500000.0
5,3,6.6,3222.0,48,18,18500000.0
4,4,7.5,2985.0,48,18,25500000.0
4,4,8.5,2750.0,48,18,26000000.0
4,3,50.2,3000.0,60,18,110000000.0
4,3,10.5,3150.0,32,20,26500000.0
4,3,11.0,3800.0,60,18,45000000.0
5,3,9.15,2000.0,7,18,25500000.0
4,4,10.0,4000.0,80,18,49500000.0
4,3,10.0,4000.0,140,18,19800000.0
8,8,20.5,10000.0,60,18,190000000.0
4,4,6.0,2005.0,2,18,20500000.0
5,4,8.0,3600.0,9,18,35000000.0
4,3,7.0,2200.0,48,18,26000000.0
4,2,15.0,1450.0,41,23,9000000.0
2,2,4.2,900.0,108,18,11500000.0
5,3,8.2,5000.0,48,18,40000000.0
4,4,9.0,2600.0,7,18,34000000.0
4,3,11.0,3800.0,60,18,45000000.0
3,2,11.5,1600.0,32,20,18000000.0
5,1,140.0,1500.0,125,2,16000000.0
4,3,6.3,2200.0,9,18,22500000.0
3,2,8.5,2200.0,163,18,12400000.0
4,1,50.5,1750.0,12,7,25500000.0
4,4,9.0,2900.0,80,18,44000000.0
5,4,12.0,2500.0,80,18,52500000.0
4,2,12.5,3450.0,146,20,23500000.0
9,5,17.0,4000.0,164,20,57500000.0
5,5,11.0,3500.0,60,18,40000000.0
3,1,10.0,1200.0,140,18,8400000.0
4,4,10.0,2600.0,2,18,29000000.0
4,3,20.0,3500.0,32,20,29500000.0
3,3,11.0,1854.0,48,18,18500000.0
4,3,6.2,2600.0,48,18,25500000.0
3,4,10.0,3200.0,2,18,36000000.0
3,2,11.5,1500.0,32,20,18000000.0
4,3,10.5,3000.0,9,18,27000000.0
5,4,8.0,3700.0,48,18,30500000.0
7,7,24.0,14000.0,80,18,170000000.0
3,2,11.4,1900.0,9,18,19000000.0
2,1,15.0,4000.0,34,20,5500000.0
3,2,8.0,2000.0,43,18,15000000.0
4,4,50.17,4000.0,60,18,105000000.0
4,2,4.5,1800.0,75,18,16000000.0
4,3,12.0,2750.0,7,18,27000000.0
3,2,25.0,1800.0,124,20,8000000.0
4,3,8.4,1040.0,86,18,25000000.0
4,3,6.5,2300.0,146,20,29000000.0
4,4,10.0,3800.0,60,18,55000000.0
4,3,15.0,3500.0,60,18,37500000.0
4,2,11.0,2750.0,32,20,13000000.0
2,1,7.0,850.0,124,20,3500000.0
4,3,7.5,2550.0,48,18,25500000.0
5,4,16.0,6000.0,168,18,41000000.0
3,2,10.0,1500.0,32,20,13500000.0
4,4,15.0,4000.0,60,18,60000000.0
4,2,13.0,1830.0,168,18,17500000.0
3,2,10.0,1540.0,140,18,12500000.0
3,1,10.0,1000.0,64,6,8500000.0
6,8,20.0,6700.0,71,20,120000000.0
3,2,12.0,1950.0,32,20,27000000.0
4,2,11.4,1900.0,9,18,18500000.0
4,3,10.5,3150.0,32,20,26500000.0
6,4,16.2,3600.0,48,18,33500000.0
4,4,10.0,3000.0,9,18,36000000.0
3,2,7.5,1400.0,2,18,15500000.0
4,4,10.0,2600.0,2,18,29000000.0
4,3,8.5,2500.0,48,18,26000000.0
3,2,24.0,1450.0,131,7,9500000.0
4,3,10.0,3000.0,108,18,45000000.0
2,1,2.75,2490.0,103,18,4275000.0
3,2,11.4,1900.0,9,18,19000000.0
3,3,10.0,1400.0,2,18,15000000.0
10,8,10.0,4800.0,30,18,45000000.0
3,1,7.2,1800.0,32,20,9500000.0
4,4,6.5,2501.0,48,18,24800000.0
3,3,13.65,2300.0,52,20,17000000.0
5,4,7.5,3600.0,9,18,29000000.0
8,6,11.0,4000.0,155,19,32500000.0
3,1,15.0,3500.0,124,20,3700000.0
3,3,8.5,1600.0,48,18,18500000.0
3,2,8.0,1542.0,48,18,14000000.0
3,2,10.0,1200.0,86,18,23000000.0
5,4,10.0,4000.0,9,18,65000000.0
4,3,6.5,2200.0,9,18,26500000.0
6,4,16.2,3600.0,168,18,33500000.0
3,1,24.0,700.0,15,3,6500000.0
2,1,2.5,525.0,90,18,5100000.0
4,3,7.0,2550.0,48,18,23500000.0
3,1,27.4,2000.0,127,20,9000000.0
3,2,11.5,1610.0,32,20,18000000.0
4,3,10.5,3150.0,32,20,26500000.0
5,4,10.5,2500.0,9,18,25500000.0
3,1,13.0,1000.0,64,6,6500000.0
5,4,11.5,3500.0,7,18,49000000.0
4,3,8.0,2900.0,168,18,33000000.0
4,4,10.0,3000.0,9,18,36000000.0
3,1,160.0,2400.0,5,4,5200000.0
4,4,6.6,2550.0,48,18,25500000.0
9,8,13.5,3400.0,155,19,48000000.0
5,4,12.5,4000.0,9,18,65000000.0
6,5,16.0,3000.0,168,18,33500000.0
3,3,16.5,1200.0,9,18,29500000.0
3,2,10.0,1350.0,9,18,14000000.0
5,3,13.03,2100.0,7,18,32000000.0
4,3,8.2,4000.0,60,18,47500000.0
3,3,8.0,1652.0,48,18,18500000.0
4,4,16.0,1900.0,169,18,80000000.0
3,1,10.05,2400.0,48,18,9500000.0
4,5,7.0,2500.0,48,18,25500000.0
3,2,11.0,1550.0,32,20,17000000.0
3,1,30.0,1500.0,79,19,4700000.0
3,2,2.5,1000.0,167,18,6500000.0
4,2,3.0,800.0,25,18,13500000.0
4,4,7.7,3300.0,60,18,44000000.0
4,4,7.0,3250.0,48,18,27000000.0
4,4,10.0,3850.0,48,18,33000000.0
4,4,16.0,4000.0,169,18,75000000.0
6,5,20.0,6100.0,60,18,100000000.0
3,2,10.0,1350.0,9,18,14500000.0
3,3,7.86,1100.0,9,18,14200000.0
5,2,10.0,2100.0,32,20,11000000.0
4,3,8.2,4000.0,37,18,47500000.0
3,2,10.0,1610.0,32,20,20500000.0
4,2,13.0,1830.0,168,18,17500000.0
4,1,6.5,2500.0,104,19,7800000.0
4,4,15.0,3000.0,60,18,60000000.0
3,2,10.0,1600.0,32,20,19000000.0
4,4,9.0,3000.0,80,18,44000000.0
3,1,20.0,1400.0,127,20,11000000.0
3,3,7.5,1500.0,9,18,18500000.0
3,3,22.5,5000.0,88,13,15500000.0
10,4,11.5,4000.0,37,18,27000000.0
5,4,11.0,4500.0,60,18,45000000.0
3,1,7.0,1100.0,48,18,13500000.0
4,3,6.3,1700.0,9,18,24500000.0
5,5,20.0,6750.0,99,18,187000000.0
3,2,7.0,3300.0,60,18,40000000.0
4,4,7.0,2400.0,168,18,27000000.0
4,1,22.0,1800.0,71,20,20000000.0
7,4,2.5,2400.0,97,18,30000000.0
4,4,6.2,3000.0,48,18,25500000.0
4,4,10.0,3200.0,169,18,100000000.0
5,4,10.0,3000.0,48,18,40000000.0
4,4,7.0,2895.0,48,18,27000000.0
4,4,9.5,2300.0,48,18,21500000.0
6,3,15.0,3500.0,5,4,24500000.0
4,3,8.0,2900.0,168,18,33000000.0
5,4,12.5,4800.0,9,18,65000000.0
4,4,15.0,3000.0,60,18,60000000.0
2,1,16.25,2450.0,124,20,14000000.0
5,5,16.0,4750.0,80,18,82500000.0
5,4,10.0,4500.0,37,18,47500000.0
3,2,10.0,1350.0,2,18,14000000.0
4,4,8.55,2750.0,108,18,55000000.0
3,2,10.0,1532.0,48,18,14000000.0
3,1,20.0,850.0,141,23,7500000.0
6,5,16.0,9000.0,60,18,120000000.0
3,1,10.0,1325.0,32,20,9900000.0
4,1,10.0,2000.0,104,19,4700000.0
6,2,150.0,2500.0,157,2,40000000.0
3,2,6.5,2500.0,153,20,22000000.0
5,2,10.0,2100.0,32,20,11000000.0
4,4,9.0,2800.0,48,18,21000000.0
4,3,18.2,2600.0,2,18,19000000.0
4,2,11.0,2000.0,153,20,18000000.0
5,2,48.5,3200.0,144,20,29800000.0
4,4,6.5,2900.0,9,18,29500000.0
5,3,10.0,3500.0,48,18,24500000.0
3,3,6.5,2000.0,2,18,20500000.0
2,1,18.0,1200.0,22,20,8800000.0
5,5,8.5,4600.0,99,18,170000000.0
7,4,10.0,3850.0,9,18,27000000.0
4,3,9.0,2200.0,48,18,21500000.0
4,3,6.5,2200.0,9,18,26500000.0
3,3,6.0,1200.0,48,18,12500000.0
5,3,10.0,2400.0,60,18,57500000.0
3,2,8.8,1600.0,48,18,12500000.0
5,2,20.0,1800.0,79,19,7200000.0
5,4,10.0,4000.0,9,18,65000000.0
3,1,16.5,1500.0,11,6,14000000.0
4,3,7.5,3250.0,48,18,30500000.0
5,5,30.0,4000.0,5,4,30500000.0
4,4,8.0,2863.0,48,18,33000000.0
3,3,8.0,2100.0,2,18,19000000.0
4,4,15.0,4000.0,60,18,60000000.0
2,1,10.5,1350.0,32,20,15000000.0
5,4,23.5,4000.0,80,18,74000000.0
5,3,7.0,3250.0,48,18,23500000.0
4,3,7.0,2400.0,48,18,26000000.0
6,4,25.0,4000.0,25,18,55000000.0
4,4,16.0,3800.0,80,18,79000000.0
5,4,10.0,4000.0,9,18,65000000.0
4,4,8.5,3412.0,48,18,38000000.0
5,4,16.0,6000.0,168,18,42000000.0
2,1,10.0,1750.0,149,18,11000000.0
3,2,12.5,3150.0,32,20,16500000.0
6,5,12.5,6500.0,60,18,44000000.0
5,3,7.0,3250.0,48,18,23500000.0
4,2,8.0,3250.0,80,18,56000000.0
4,4,11.7,3200.0,52,20,27000000.0
4,3,6.3,2200.0,9,18,22000000.0
4,2,17.0,2000.0,2,18,16000000.0
3,2,8.0,2784.0,48,18,14000000.0
5,4,14.0,4000.0,60,18,75000000.0
6,4,16.2,3600.0,168,18,33500000.0
4,2,12.0,1800.0,11,6,37000000.0
5,1,6.0,1500.0,160,3,5000000.0
4,4,7.5,2897.0,48,18,27500000.0
6,6,10.5,2860.0,164,20,35000000.0
4,4,15.0,3000.0,60,18,60000000.0
5,4,7.5,2700.0,30,18,60000000.0
3,2,6.0,1780.0,168,18,25000000.0
4,3,11.0,3300.0,60,18,42500000.0
5,4,7.5,3500.0,9,18,34500000.0
3,2,10.0,1200.0,48,18,18500000.0
5,4,16.0,6000.0,48,18,42000000.0
3,2,10.0,1350.0,9,18,14500000.0
5,4,22.0,4500.0,80,18,115000000.0
3,2,10.0,1600.0,32,20,19000000.0
1,1,15.0,1900.0,2,18,17000000.0
5,4,7.5,3258.0,48,18,25500000.0
3,3,15.0,2100.0,144,20,23000000.0
4,2,6.0,1800.0,148,18,13000000.0
3,2,8.0,2080.0,86,18,9500000.0
2,1,4.8,1100.0,167,18,14600000.0
3,1,11.5,1750.0,41,23,11000000.0
4,4,8.0,3000.0,168,18,33000000.0
4,4,15.0,2400.0,2,18,20000000.0
4,4,15.0,2400.0,2,18,20000000.0
3,2,3.0,950.0,2,18,18500000.0
4,4,15.21,5000.0,86,18,69000000.0
4,4,11.0,3300.0,80,18,55000000.0
5,3,7.0,3121.0,48,18,18500000.0
4,4,9.0,2541.0,48,18,21500000.0
4,3,10.5,3150.0,32,20,26500000.0
4,3,6.5,2200.0,9,18,26500000.0
3,3,10.2,2400.0,60,18,20000000.0
3,2,6.5,1480.0,43,18,16800000.0
4,1,20.0,1800.0,21,20,9500000.0
3,1,14.2,1150.0,117,19,3950000.0
3,3,11.5,1670.0,48,18,16800000.0
4,3,6.0,2900.0,48,18,24800000.0
4,3,15.5,2500.0,7,18,41000000.0
4,2,10.0,1410.0,144,20,17800000.0
4,1,15.0,3100.0,5,4,9800000.0
3,2,14.75,1850.0,144,20,8500000.0
4,2,6.5,2500.0,53,18,19500000.0
5,4,7.5,2300.0,48,18,27500000.0
5,4,11.0,3800.0,60,18,45000000.0
3,1,10.0,1325.0,32,20,9900000.0
5,4,20.0,6500.0,80,18,100000000.0
10,7,8.2,4500.0,37,18,48000000.0
4,2,12.0,3267.0,140,18,18500000.0
5,4,10.5,3500.0,37,18,45000000.0
3,1,20.0,1500.0,5,4,7000000.0
4,4,10.0,4000.0,60,18,49500000.0
3,2,11.5,1610.0,32,20,18000000.0
3,2,7.0,3300.0,60,18,40000000.0
5,4,11.6,3500.0,7,18,50000000.0
3,2,6.0,2400.0,108,18,35000000.0
3,1,13.0,1300.0,141,23,9750000.0
4,3,10.0,2000.0,86,18,45000000.0
2,2,3.0,800.0,75,18,9400000.0
3,2,8.5,900.0,163,18,12500000.0
4,4,7.5,1800.0,168,18,17500000.0
4,4,8.0,3200.0,60,18,44000000.0
5,4,7.0,3250.0,48,18,23500000.0
6,2,14.0,3768.0,125,2,55000000.0
4,4,7.5,2569.0,48,18,25500000.0
4,3,12.8,3500.0,122,19,37500000.0
4,3,9.11,1650.0,103,18,36440000.0
3,3,14.0,2800.0,37,18,47000000.0
4,4,6.5,2280.0,48,18,24800000.0
5,3,9.25,1800.0,43,18,27500000.0
6,5,16.0,3600.0,168,18,33500000.0
4,3,20.0,2500.0,32,20,29500000.0
5,3,16.3,3500.0,99,18,165000000.0
3,1,10.0,1350.0,32,20,9900000.0
3,3,8.0,1800.0,48,18,23500000.0
3,3,8.0,1480.0,2,18,16800000.0
4,4,11.0,4300.0,9,18,25000000.0
3,2,15.0,2400.0,4,2,22000000.0
5,4,7.0,3800.0,37,18,47500000.0
2,1,6.0,800.0,37,18,5500000.0
4,3,10.0,3500.0,32,20,26500000.0
4,3,7.0,2200.0,48,18,26000000.0
4,4,107.0,7700.0,32,20,175000000.0
4,4,6.0,2875.0,48,18,25500000.0
4,3,17.0,4000.0,37,18,51000000.0
5,4,11.0,3800.0,60,18,45000000.0
3,2,20.0,1800.0,55,18,54000000.0
5,3,10.0,2500.0,168,18,17500000.0
2,2,12.5,1300.0,25,18,41000000.0
3,2,10.0,2270.0,164,20,6850000.0
3,1,6.0,1500.0,37,18,18000000.0
4,3,6.5,2200.0,9,18,26500000.0
3,2,7.5,1500.0,2,18,16500000.0
3,2,7.5,1500.0,2,18,16500000.0
3,2,11.0,1400.0,168,18,18000000.0
5,3,7.0,3250.0,48,18,23500000.0
2,1,24.5,1000.0,113,20,10500000.0
7,2,13.0,2600.0,86,18,13500000.0
5,4,19.5,2500.0,100,18,146250000.0
4,4,15.0,3000.0,60,18,60000000.0
4,4,7.5,2844.0,48,18,27500000.0
4,4,10.0,2600.0,2,18,29000000.0
6,8,20.0,6700.0,164,20,120000000.0
3,2,6.5,1100.0,163,18,12000000.0
3,3,10.0,1800.0,48,18,14000000.0
5,4,12.4,2200.0,9,18,27500000.0
5,3,11.7,3500.0,7,18,22500000.0
4,3,6.0,2500.0,9,18,23500000.0
4,3,20.0,2500.0,32,20,29500000.0
5,3,22.6,3000.0,37,18,67500000.0
4,4,10.0,4200.0,60,18,49500000.0
5,2,10.0,2500.0,104,19,16500000.0
5,5,10.5,5500.0,86,18,65000000.0
4,4,6.0,2874.0,48,18,24800000.0
3,2,10.0,1580.0,32,20,20500000.0
4,2,11.9,3500.0,53,18,34000000.0
3,2,22.0,4800.0,80,18,100000000.0
4,4,6.0,2800.0,48,18,24800000.0
5,4,10.0,3800.0,43,18,37500000.0
3,2,10.2,1641.0,48,18,13500000.0
4,4,30.0,4900.0,71,20,75000000.0
4,3,6.5,2100.0,48,18,18500000.0
5,4,13.2,2400.0,140,18,32000000.0
5,4,8.0,2574.0,48,18,22500000.0
5,4,15.0,3500.0,108,18,49500000.0
5,3,6.2,2600.0,48,18,25500000.0
4,3,6.5,2550.0,48,18,25500000.0
4,4,6.0,2875.0,48,18,24800000.0
4,3,10.0,3000.0,153,20,22800000.0
3,1,17.5,12000.0,154,2,9800000.0
4,4,10.0,2986.0,48,18,28000000.0
4,4,15.0,3000.0,48,18,28500000.0
4,3,10.5,3150.0,32,20,26500000.0
2,1,6.0,1120.0,53,18,12870000.0
3,2,6.5,1356.0,48,18,23800000.0
2,2,8.0,1500.0,48,18,12500000.0
4,4,10.0,3100.0,48,18,40000000.0
3,2,11.0,1600.0,32,20,17000000.0
4,4,11.5,2800.0,9,18,27500000.0
4,3,12.0,3500.0,169,18,55000000.0
4,4,10.0,4000.0,60,18,49500000.0
2,1,10.0,2300.0,146,20,14000000.0
4,4,10.0,4000.0,169,18,100000000.0
4,4,10.0,3200.0,9,18,36000000.0
4,3,9.0,2800.0,80,18,26500000.0
3,2,6.7,1200.0,146,20,12000000.0
4,3,10.5,3150.0,32,20,26500000.0
4,4,10.0,3200.0,169,18,95000000.0
3,2,10.0,2500.0,48,18,13000000.0
4,4,6.5,2550.0,48,18,24800000.0
4,4,10.0,4200.0,60,18,49500000.0
4,3,10.5,3150.0,32,20,26500000.0
7,4,19.0,4500.0,37,18,45000000.0
3,2,5.38,1470.0,108,18,18000000.0
4,4,8.5,3550.0,48,18,34000000.0
2,2,2.0,1260.0,90,18,9500000.0
4,4,13.2,2100.0,32,20,31500000.0
5,3,7.5,3014.0,48,18,27000000.0
4,2,10.0,2450.0,154,2,11800000.0
3,1,80.0,1215.0,126,0,4300000.0
3,3,10.0,1000.0,109,20,9500000.0
5,4,9.0,3600.0,48,18,36000000.0
4,3,6.5,2200.0,9,18,26500000.0
4,4,8.0,3012.0,48,18,27500000.0
5,2,20.0,1800.0,79,19,7200000.0
2,1,10.0,1000.0,104,19,3500000.0
3,2,10.0,1350.0,9,18,14500000.0
3,2,10.0,1610.0,32,20,19000000.0
3,2,7.0,2200.0,148,18,26500000.0
5,4,22.0,4000.0,37,18,50000000.0
5,3,10.0,2500.0,2,18,17500000.0
4,4,10.0,3200.0,48,18,31000000.0
3,2,7.6,1070.0,9,18,14200000.0
4,2,8.5,2600.0,86,18,32500000.0
4,4,6.5,2530.0,48,18,25500000.0
4,4,10.0,4200.0,60,18,49500000.0
4,3,8.0,2900.0,168,18,21000000.0
6,4,16.2,3200.0,168,18,33500000.0
3,2,20.0,1400.0,145,22,9000000.0
2,1,6.0,1560.0,108,18,16500000.0
4,3,10.5,3100.0,32,20,26500000.0
4,3,6.5,2380.0,9,18,23500000.0
3,3,13.5,1200.0,41,23,15000000.0
4,5,7.0,2986.0,48,18,25500000.0
